Provider Name,State,City,Claims Paid for Testing,Claims Paid for Treatment,Claims Paid for Vaccine,Georeferenced Column,States,Counties
PERSONAL NP SERVICES L,NJ,NEWARK,0,85,0,POINT (-74.174388 40.731507),46,2486
HOLTS HEALTHCARE,GA,FAYETTEVILLE,568,0,0,POINT (-84.455114 33.447755),31,1134
CITY OF PHILADELPHIA D,PA,PHILADELPHIA,3023,162,0,POINT (-75.16562 39.951061),48,2602
INDIANA HEALTH CENTER,IN,KOKOMO,0,291,0,POINT (-86.131244 40.486508),35,1895
MEDSTAR MEDICAL GROUP,MD,BALTIMORE,91,11115,330,POINT (-76.612333 39.290443),45,1857
NORTH HUDSON COMMUNITY,NJ,JERSEY CITY,2862,9049,65,POINT (-74.044111 40.717495),46,488
TERESE INC,GA,AUGUSTA,0,0,2400,POINT (-81.964397 33.472494),31,1523
MID SUSSEX MEDICAL CEN,DE,LAUREL,23,0,0,POINT (-75.572267 38.556864),43,1048
INFECTIOUS DISEASES AS,FL,SAINT AUGUSTINE,78,50684,0,POINT (-81.316709 29.896004),30,1083
ACS PRIMARY CARE PHYSI,SC,NEWBERRY,543,122,0,POINT (-81.610092 34.278686),33,2577
GROVETOWN PHARMACY INC,CA,LOS ANGELES,0,0,3200,POINT (-118.243344 34.052238),8,1195
MERCY PHYSICIAN NETWOR,MI,MUSKEGON,0,134,0,POINT (-86.246388 43.234221),50,1306
GARDENDALE HEALTH MART,AL,GARDENDALE,0,0,1598,POINT (-86.809916 33.651861),29,1583
UNIVERSITY PHYSICIANS,NJ,NEWARK,0,214,0,POINT (-74.174388 40.731507),46,2486
UCLA RADIOLOGY MEDICAL,CA,LOS ANGELES,117,452,0,POINT (-118.243344 34.052238),8,1195
WEST CHESTER MEDICAL C,OH,WEST CHESTER,69051,1238055,1280,POINT (-84.41579 39.334611),38,2510
TRI COUNTY NURSING AND,FL,KISSIMMEE,0,0,118,POINT (-81.402518 28.294751),30,1079
SAINT CAMILLUS URGENT,KY,BRANDENBURG,1797,146,0,POINT (-86.169291 37.999056),36,1432
MERCY PHARMACY AND SUR,NY,WOODSIDE,0,0,16120,POINT (-78.765297 42.521702),47,2041
MIDWEST ANESTHESIA LTD,IL,DES PLAINES,0,719,0,POINT (-87.889318 42.042289),34,1863
PACIFIC ROYAL MEDICAL,CA,SAN GABRIEL,1376514,2689,0,POINT (-118.107229 34.099203),8,1195
JORDAN AND GUIRGUIS IN,NC,FOUR OAKS,40,0,13638,POINT (-78.42901 35.444062),37,645
STONY BROOK INTERNISTS,NY,SMITHTOWN,130,721,0,POINT (-73.197132 40.85496),47,2179
MEADOWS FAMILY MEDICAL,CO,GOLDEN,0,682,0,POINT (-105.216019 39.749672),9,1008
UNIVERSITY OF PGH PHYS,PA,PITTSBURGH,636,484,0,POINT (-79.994945 40.442169),48,2455
ACADIANA PRACTITIONERS,LA,PORT BARRE,8530,1544,1095,POINT (-91.955831 30.55834),22,1704
WASHINGTON AREA AMBULA,MO,WASHINGTON,0,656,0,POINT (-91.013097 38.556548),18,1958
PULMONARY ASSOCIATES,AZ,PHOENIX,0,12633,0,POINT (-112.072585 33.448204),7,989
GALEN MEDICAL GROUP,TN,CHATTANOOGA,2440,0,0,POINT (-85.308287 35.045756),39,2049
WESTERN CONNECTICUT ME,CT,WILTON,167,435,0,POINT (-73.432397 41.19444),24,1040
ABUNDANT LOVE HEALTH C,NM,ALBUQUERQUE,0,5960,28720,POINT (-106.649241 35.084248),11,491
WEST HOLT MEMORIAL HOS,NE,ATKINSON,7530,28382,160,POINT (-98.970921 42.531253),19,2296
FLORIDA HOSPITAL PHYSI,FL,LARGO,12047,1791,0,POINT (-82.774936 27.91829),30,1081
SAN RAMON EMERGENCY PH,CA,STOCKTON,129851,78928,0,POINT (-121.292451 37.957541),8,1181
ST ELIZABETH PHYSICIAN,IN,RISING SUN,209,0,0,POINT (-84.855266 38.949838),35,1910
ENGLEWOOD HOSPITAL AND,NJ,ENGLEWOOD,58037,3428223,181560,POINT (-73.974372 40.893635),46,487
PHOEBE CANCER CENTER P,GA,ALBANY,0,673,0,POINT (-84.155875 31.57846),31,1127
SANTA MARIA PHARMACY I,NY,BROOKLYN,5600,0,24219,POINT (-73.990996 40.692529),,2090
LIFEBRITE HOSPITAL GRO,GA,BLAKELY,588,3786,0,POINT (-84.934082 31.377131),31,1129
HARTVILLE INTERNAL MED,OH,CANTON,0,0,274,POINT (-81.377036 40.797388),38,2626
COFFEE REGIONAL MEDICA,GA,DOUGLAS,107975,3478869,0,POINT (-82.850392 31.508865),31,1118
AUNT MARTHAS YOUTH SER,IL,JOLIET,1378,0,0,POINT (-88.082979 41.524956),34,140
BELLEVUE HOSPITAL CENT,NY,JAMAICA,6163274,1950574,597144,POINT (-73.806099 40.691399),47,2137
FIVE RIVERS HEALTH CEN,OH,DAYTON,0,0,6055,POINT (-84.192203 39.760982),38,2613
PIEDMONT HOSPITALIST P,GA,ATLANTA,0,101294,0,POINT (-84.391502 33.748547),31,1137
GEORGETOWN URGENT CARE,KY,GEORGETOWN,304750,20150,0,POINT (-84.559769 38.209947),36,1485
SLEEP AND PULMONARY CA,AL,DECATUR,0,81765,0,POINT (-86.979986 34.605557),29,103
TEAM PHYSICIANS OF NEV,NV,FALLON,34942,21343,0,POINT (-118.781518 39.473939),10,2357
NOVANT HEALTH FORSYTH,NC,CHARLOTTE,0,847,0,POINT (-80.840161 35.222936),37,2429
PEDIATRIC INTENSIVIST,AL,HUNTSVILLE,0,414,0,POINT (-86.585283 34.729538),29,1588
CAREMOUNT MEDICAL PC,NY,LAKE KATRINE,8478,438,84,POINT (-73.992541 41.989265),47,2182
REDBUD PEDIATRICS LLC,KS,WICHITA,560,0,2833,POINT (-97.335571 37.686024),17,1291
MOUNT CARMEL HEALTH PR,OH,CANAL WINCHESTER,214,252,120,POINT (-82.807777 39.843776),38,2520
LAGRANGE EMERGENCY PHY,GA,LAGRANGE,540234,145602,0,POINT (-85.029644 33.038741),31,203
ALTEON HEALTH INDIANA,IN,FRANKFORT,1591,3630,0,POINT (-86.510663 40.279704),35,145
MEDICAL ASSOCIATES OF,NJ,ENGLEWOOD,58106,218790,0,POINT (-73.974372 40.893635),46,487
NORTH SHORE HEMATOLOGY,NY,WADING RIVER,3,54,0,POINT (-72.847787 40.954267),47,2179
SAINT JOSEPH HEALTH SY,KY,LEXINGTON,48712,312269,0,POINT (-84.497021 38.046356),36,1230
RURAL METRO OF SAN DIE,CA,SAN DIEGO,0,186089,0,POINT (-117.163817 32.71576),8,1179
OKLAHOMA EMERGENCY SER,OK,OKLAHOMA CITY,237,0,0,POINT (-97.521264 35.468494),20,712
ALLIANCE HEALTH MIDWES,OK,SHAWNEE,383903,436066,0,POINT (-96.924828 35.327404),20,714
PEACH STATE NEPHROLOGY,GA,GRIFFIN,0,5132,0,POINT (-84.263911 33.244437),31,1565
ROBERT WOOD JOHNSON ME,NJ,TRENTON,0,36,0,POINT (-74.759709 40.220572),46,2489
CENTRUM MEDICAL HOLDIN,FL,HIALEAH,7419,0,0,POINT (-80.281502 25.827202),30,1074
BANNER HOSPITAL BASED,AZ,PAGE,0,864,0,POINT (-111.456174 36.910943),7,986
SMITHS FOOD AND DRUG C,CA,COVINA,0,0,11230,POINT (-117.890145 34.086248),8,1195
MERCY DIAGNOSTIC IMAGI,PA,DARBY,2577,2565,0,POINT (-75.260717 39.918212),48,2503
BOSTON CHILDRENS HEALT,NY,WHITE PLAINS,0,40,0,POINT (-73.766669 41.032587),47,2185
CROUSE HEALTH HOSPITAL,NY,SYRACUSE,17870,269675,0,POINT (-76.147448 43.047945),47,2132
HAMAD AHMAD,TN,MILLINGTON,787,2144,3397,POINT (-89.91 35.341402),39,2111
APEX PHYSICAL MEDICINE,CO,COLORADO SPRINGS,71854,0,0,POINT (-104.819798 38.835224),9,1447
HILL PHARMACY,CA,NEWPORT BEACH,880,0,12813,POINT (-117.930378 33.615967),8,1174
VETERANS MEMORIAL HOSP,IA,WAUKON,0,77848,9161,POINT (-91.475596 43.269266),16,1365
RADIA INC PS,OR,TIGARD,7931,30142,0,POINT (-122.766201 45.426438),12,724
MICHAEL B MACQUARRIE M,NV,INCLINE VILLAGE,2744,862,0,POINT (-119.961845 39.250317),10,2403
PECONIC BAY MEDICAL CE,NY,RIVERHEAD,15799,194997,0,POINT (-72.662142 40.917006),47,2179
K2RED LLC,ID,BUHL,0,0,6567,POINT (-114.814081 42.573753),5,1775
GIBBS PHARMACY INC,TN,LEBANON,0,0,12323,POINT (-86.306476 36.213087),39,3019
SAINT JOSEPH REGIONAL,IN,WALKERTON,242,298,0,POINT (-86.483244 41.466862),35,1202
ST JOSEPHS HOSPITAL AN,ND,DICKINSON,297829,435421,0,POINT (-102.789866 46.878989),3,569
MT CARMEL PHARMACY,MD,PARKTON,200,0,1640,POINT (-76.657895 39.641903),45,1763
ODESSA FIRE AND RESCUE,MO,ODESSA,0,1192,0,POINT (-93.948387 39.002762),18,2116
SOUND PHYSICIANS OF GE,GA,ATLANTA,0,25374,0,POINT (-84.391502 33.748547),31,1137
MEDSCAN LABORATORY INC,ND,WILLISTON,4057,0,0,POINT (-103.62573 48.154186),3,2470
MEDICAL ASSOCIATES OF,NJ,NEWARK,0,7157,0,POINT (-74.174388 40.731507),46,2486
420 2ND AVE DRUG CORP,NY,NEW YORK,3840,0,5498,POINT (-74.007228 40.713054),46,2095
MERCY MEDICAL ASSOCIAT,OH,CINCINNATI,0,789,0,POINT (-84.513808 39.104427),38,2562
UPMC HILLMAN CANCER CE,PA,CAMP HILL,0,476,0,POINT (-76.931126 40.240098),48,2501
DOCTORS OFFICE OF NEW,NJ,MIDLAND PARK,196751,16907,0,POINT (-74.140172 40.996345),46,487
SWOPE MEDICAL GROUP IN,CA,GRASS VALLEY,10325,372,0,POINT (-121.062951 39.219102),8,1173
KAREN THORNTON,NY,SPRING VALLEY,6260,0,0,POINT (-74.044611 41.11327),47,628
DOCTORS CARE PA,SC,COLUMBIA,21455,7212,40,POINT (-81.037094 34.009286),33,2581
VALLEY PHYSICIAN SERVI,NJ,FAIR LAWN,0,703,0,POINT (-74.118724 40.936465),46,487
ADENA MEDICAL GROUP,OH,GREENFIELD,8800,3883,0,POINT (-83.382693 39.352008),38,2566
CEP AMERICA PSYCHIATRY,CA,MODESTO,0,355,0,POINT (-121.002435 37.640735),8,1340
SOUTHERN CALIFORNIA NE,CA,IRVINE,0,222,0,POINT (-117.824719 33.685908),8,1174
BAYSTATE WING HOSPITAL,MA,BELCHERTOWN,74,318,0,POINT (-72.400904 42.276861),25,1914
GREEN RIVER DISTRICT H,KY,OWENSBORO,40,0,21248,POINT (-87.111033 37.772696),36,1227
MEDICAL NETWORK OF ALA,AK,WASILLA,5735695,1093480,172849,POINT (-149.45077 61.585011),51,1707
NEWTON WELLESLEY AMBUL,MA,NEEDHAM,1383,579,0,POINT (-71.23684 42.280944),25,1916
NORTHWEST SUBURBAN MED,IL,SCHAUMBURG,3184,238,0,POINT (-88.06969 42.026254),34,1863
SELF MEDICAL GROUP,SC,NEWBERRY,7904,9183,0,POINT (-81.610092 34.278686),33,2577
GAINESVILLE PHARMACY L,GA,GAINESVILLE,0,0,16435,POINT (-83.829629 34.298772),31,1379
ST LUKES CORNWALL HOSP,NY,NEWBURGH,4787,1798871,0,POINT (-74.021352 41.500705),47,2134
BROOKDALE HOSPITAL MED,NY,BROOKLYN,79,621,0,POINT (-73.990996 40.692529),,2090
NORTHERN MICHIGAN EMER,MI,SAULT SAINTE MARIE,3332,944,0,POINT (-84.347598 46.497691),,1270
JLS CONSULTING RX PC,OR,PHILOMATH,0,0,7478,POINT (-123.36774 44.540143),12,2316
LUXBURY VENTURES LLC,PA,READING,0,0,40,POINT (-75.921965 40.336919),48,726
INTEGRIS MEDICAL GROUP,OK,EDMOND,0,915,0,POINT (-97.481511 35.65314),20,712
JACKSON DRUGS INC,AL,ALEXANDER CITY,0,0,440,POINT (-85.952903 32.943663),29,1638
ALIVIO MEDICAL CENTER,IL,BERWYN,50973,2365,18119,POINT (-87.791872 41.843284),34,1863
JOHN MUIR PHYSICIAN NE,CA,BERKELEY,113,55,0,POINT (-122.270455 37.869058),8,1141
PRESBYTERIAN HEALTHCAR,NM,CORONA,0,0,733,POINT (-105.595794 34.252244),11,613
DEMMYS PHARMACY LLC,MD,GREENBELT,1320,0,25586,POINT (-76.875671 39.004612),45,1815
CAPITAL HEALTH ADVANCE,NJ,PENNINGTON,1484,15889,0,POINT (-74.791062 40.328088),46,2489
OSHSNER CLINIC FOUNDAT,LA,RACELAND,723,3872,0,POINT (-90.604174 29.730335),22,1661
AMA NURSING SERVICES,GA,SUWANEE,18253,0,5360,POINT (-84.065935 34.058175),31,1377
JFK MEDICAL ASSOCIATES,NJ,AVENEL,242,30137,0,POINT (-74.269353 40.577576),46,2490
BRYAN MEDICAL CENTER,NE,LINCOLN,625794,2491823,0,POINT (-96.70261 40.813599),19,462
STEWARD MEDICAL GROUP,ME,BELFAST,0,96,229,POINT (-69.007424 44.425496),49,1727
VALLEY PHYSICIAN SERVI,NJ,NEWARK,0,1794,0,POINT (-74.174388 40.731507),46,2486
SUTTER MEDICAL FOUNDAT,CA,FOLSOM,115,0,0,POINT (-121.163738 38.681325),8,77
MERIDIAN HEALTH SERVIC,IN,BLUFFTON,40,0,800,POINT (-85.171491 40.738702),35,173
METHODIST ASSOCIATES I,NJ,STRATFORD,0,271,0,POINT (-75.012523 39.834483),46,2448
VIRTUAL RADIOLOGIC PRO,CA,LA MESA,0,148,0,POINT (-117.024725 32.766157),8,1179
APOTHECARE LLC,MS,MEADVILLE,0,0,5917,POINT (-90.897933 31.471443),32,402
OHIO EMERGENCY PROFESS,OH,HAMILTON,129263,85783,0,POINT (-84.558797 39.398871),38,2510
THOMPSON DRUG SOUTH IN,KY,LONDON,0,0,80,POINT (-84.083677 37.128849),36,1381
BABY AND CHILD ASSOCIA,MO,KANSAS CITY,280,0,3200,POINT (-94.578559 39.099792),18,525
ROBERTSON COUNTY EMS,TN,SPRINGFIELD,0,6799,0,POINT (-86.880535 36.498423),39,2107
DR WILBUR KUO,MD,SYKESVILLE,1464,366,977,POINT (-76.972492 39.373974),45,1766
COMMUNITY MERCY HOME M,OH,URBANA,5666,31663,0,POINT (-83.750866 40.108014),38,2511
NEWBERRY PHARMACY INC,FL,NEWBERRY,0,0,33107,POINT (-82.606502 29.646354),30,1050
PECONIC CARDIOLOGY PC,NY,BAY SHORE,0,1120,0,POINT (-73.246812 40.722361),47,2179
JONES REGIONAL MEDICAL,IA,SHELLSBURG,0,0,376,POINT (-91.873389 42.094542),16,1367
IMAGING ASSOCIATES OF,IL,HARVEY,0,297,0,POINT (-87.644598 41.609919),34,1863
MEMORIAL HOSPITAL JACK,FL,JACKSONVILLE,1408024,4799784,0,POINT (-81.65676 30.325968),30,1098
GIANT EAGLE INC TAMARK,OH,BROOKVILLE,120,0,5409,POINT (-84.414966 39.836585),38,2613
HEALTHCARE ONE ASSOCIA,OK,EL RENO,20508,41952,1834,POINT (-97.948135 35.534142),20,2674
CONNECTICUT PHARMACY L,CT,NORWALK,0,0,7640,POINT (-73.412906 41.11805),24,1040
RIDGEVIEW MEDICAL CENT,MN,WINSTED,2448,410,40,POINT (-94.0498 44.964163),1,382
AMBULANCE SERVICE OF M,CT,MANCHESTER,0,7590,0,POINT (-72.520868 41.770668),24,1041
SPNN LLC,FL,NEW PORT RICHEY,80,0,10160,POINT (-82.714075 28.250201),30,1080
JFK MEDICAL ASSOCIATES,NJ,CLARK,0,22328,0,POINT (-74.297269 40.620178),46,2532
ARKANSAS EMERGENCY STA,AR,HOPE,10642,1718,0,POINT (-93.591517 33.66702),15,1024
NOVANT MEDICAL GROUP,NC,MINT HILL,60456,13572,0,POINT (-80.646574 35.181222),37,2429
SACRED HEART MEDICAL G,FL,PENSACOLA,0,77896,0,POINT (-87.217578 30.406931),30,43
FRIENDS HEALTHCARE LLC,NJ,KEYPORT,40,0,10297,POINT (-74.202036 40.437614),46,2491
CARE ONE OF FLORIDA,FL,BROOKSVILLE,14339,3167,0,POINT (-82.387858 28.554895),30,1106
CAPE MAY COURT HOUSE A,NJ,CAPE MAY COURT HOUSE,245,6544,0,POINT (-74.823715 39.082363),46,2449
SKYRIDGE MEDICAL CENTE,TN,CLEVELAND,810284,2229011,0,POINT (-84.8755 35.159867),39,1995
SPENCER COUNTY EMERGEN,IN,DALE,0,573,0,POINT (-86.990035 38.166853),35,1204
MIDWEST INFECTIOUS DIS,IN,MERRILLVILLE,0,2264,0,POINT (-87.363432 41.507347),35,1902
PROMEDICA CENTRAL PHYS,OH,DEFIANCE,547,691,840,POINT (-84.362106 41.286716),38,2517
GENERAL RADIOLOGY ASSO,MI,MOUNT CLEMENS,547,2826,0,POINT (-82.878335 42.596795),50,1265
THE HEALTH CENTER AT B,NJ,BLOOMINGDALE,0,13367,0,POINT (-74.334252 41.003908),46,2492
MARLETTE REGIONAL HOSP,MI,MAYVILLE,63,0,0,POINT (-83.352515 43.336776),50,1343
DOWNTOWN PHARMACY INC,NY,NEW YORK,3800,0,11087,POINT (-74.007228 40.713054),46,2095
NORTH JERSEY PULMONARY,NJ,RIDGEWOOD,0,3881,0,POINT (-74.119182 40.979666),46,487
SOUTHVIEW MEDICAL GROU,AL,BIRMINGHAM,139,119,983,POINT (-86.807705 33.522859),29,1583
FAIRVIEW PHARMACY SERV,MN,SAINT PAUL,0,0,200,POINT (-93.094281 44.943719),1,1506
UNC PHYSICIANS NETWORK,NC,KINSTON,153,955,10992,POINT (-77.57946 35.258873),37,2391
DIABETES MANAGEMENT PA,AL,BIRMINGHAM,0,45313,0,POINT (-86.807705 33.522859),29,1583
ST FRANCIS HOUSE NWA I,AR,PEA RIDGE,19532,2347,580,POINT (-94.11525 36.450581),15,948
COMMUNITY WELLNESS AME,CA,ENCINITAS,379973,4895,0,POINT (-117.292447 33.044805),8,1179
HILLTOWN COMMUNITY HEA,MA,HUNTINGTON,0,0,29,POINT (-72.879744 42.23353),25,1914
USPRX INC,CO,STERLING,440,0,3160,POINT (-103.206659 40.626198),9,1014
TRI STATE BARIATRICS,NY,SUFFERN,0,804,0,POINT (-74.149803 41.112401),47,628
VILLAGE OF OAK BROOK,IL,CHICAGO,0,7157,0,POINT (-87.632398 41.883229),34,1863
OAKDALE ESS LLC,LA,OAKDALE,14375,4172,0,POINT (-92.660808 30.815799),22,261
SANTA ROSA HMA PHYSICI,FL,PACE,4634,642,0,POINT (-87.158606 30.602179),30,1085
VICTOR KHA DO PLLC,TN,NASHVILLE,154,91057,0,POINT (-86.779932 36.166687),39,2005
WEXCO LTD,OH,LAKE MILTON,240,0,2795,POINT (-80.989426 41.098701),38,2575
TAMPA URGENT CARE,FL,TAMPA,1159,307,78,POINT (-82.458776 27.947423),30,1107
ALI MUHAMMAD,MI,PLYMOUTH,223367,592,0,POINT (-83.469051 42.370724),50,1345
SACRED HEART HEALTH SY,FL,SANTA ROSA BEACH,0,110,0,POINT (-86.228897 30.3958),30,1093
SEMINOLE COUNTY FIRE R,FL,SANFORD,0,45166,0,POINT (-81.273111 28.800795),30,1087
HEALTH FIRST MEDICAL G,FL,MERRITT ISLAND,0,601,0,POINT (-80.700167 28.354259),30,1053
TAHOE CARSON VALLEY ME,NV,STATELINE,0,1331,0,POINT (-119.937618 38.968859),10,2358
ODON PHARMACY LLC,IN,ODON,880,0,1873,POINT (-86.987539 38.844553),35,1847
SOLUTIONSAE INC,NC,DURHAM,152,0,0,POINT (-78.899023 35.996948),37,641
COMMUNITY MEDICAL ASSO,KY,LOUISVILLE,57,3605,0,POINT (-85.751569 38.256078),36,1327
UC DAVIS MEDICAL GROUP,CA,FOLSOM,1090,0,560,POINT (-121.163738 38.681325),8,77
FRESENIUS KIDNEY CARE,MD,BALTIMORE,0,0,80,POINT (-76.612333 39.290443),45,1857
INNOVA EMERGENCY MEDIC,AZ,WINSLOW,572,505,0,POINT (-110.696453 35.023755),7,990
LAIRD HOSPITAL,MS,DECATUR,5090,2550,0,POINT (-89.105544 32.435304),32,499
SECAUCUS PHYSICIAN ASS,NJ,WESTWOOD,0,18192,0,POINT (-74.032819 40.99128),46,487
LABORATORY MEDICINE DI,NJ,RIVERDALE,1078,0,0,POINT (-74.303137 40.992937),46,2492
PIONEER MEDICAL GROUP,MI,DETROIT,0,3116,0,POINT (-83.047853 42.332916),50,1345
CLEVELAND CLINIC,OH,SOLON,588,558,0,POINT (-81.43774 41.385026),38,2515
PITTSBURGH CRITICAL CA,MI,OKEMOS,0,9260,0,POINT (-84.420162 42.720581),50,344
STEVEN GHALILI MD,CA,LOS ANGELES,0,84,0,POINT (-118.243344 34.052238),8,1195
NCS PHARMACY LLC,PA,LANCASTER,7160,0,94396,POINT (-76.307078 40.039401),48,2553
SUTTER MEDICAL CENTER,CA,ROSEVILLE,741494,742557,135,POINT (-121.285202 38.74806),8,1175
SE GROCERS WINN DIXIE,FL,ORLANDO,0,0,3482,POINT (-81.378879 28.538331),30,1078
KFOURY MEDICAL SPECIAL,KY,CORBIN,0,7219,0,POINT (-84.047924 36.932247),36,1331
WILLIAM BEAUMONT HOSPI,MI,ROCHESTER HILLS,0,23,0,POINT (-83.132561 42.652398),50,1307
VINCENTIAN PHYSICIAN S,AL,CLEVELAND,1568,0,0,POINT (-86.57708 33.991593),29,1489
REGIONAL SERVICES,MO,SPRINGFIELD,277,43482,3272,POINT (-93.292361 37.215521),18,1960
UPMC ADVANCED PRACTICE,PA,VERONA,0,238,0,POINT (-79.843219 40.504004),48,2455
BRUCE L BOROS MD PA,FL,KEY WEST,386498,8348,0,POINT (-81.783642 24.559703),,51
UNIVERSITY OF CALIFORN,CA,ORANGE,581613,535783,130370,POINT (-117.853096 33.791489),8,1174
FLORIDA HOSPITAL HEALT,FL,DELAND,0,79839,0,POINT (-81.29927 29.028093),30,1091
GRADY GENERAL HOSPITAL,GA,GAINESVILLE,9,158,0,POINT (-83.829629 34.298772),31,1379
EPEC CLINIC LLC,MD,ROSEDALE,58005,0,480,POINT (-76.515519 39.320107),45,1763
PALMETTO PRIMARY CARE,SC,NORTH CHARLESTON,6658,123,0,POINT (-80.013227 32.87887),33,1968
BLUEWATER EMERGENCY PA,ME,CALAIS,180,0,0,POINT (-67.211285 45.13177),49,416
MEA CHICAGO PC,IL,CHICAGO,137863,84560,0,POINT (-87.632398 41.883229),34,1863
QUANTIGEN LLC,IN,FISHERS,0,0,40,POINT (-86.015547 39.956783),35,2238
FAIRFIELD HAMILTON INT,OH,FAIRFIELD,0,1005,0,POINT (-84.559671 39.335484),38,2510
LEHIGH VALLEY PHYSICIA,PA,LEWISBURG,505,61,0,POINT (-76.884932 40.966311),48,740
LOST RIVERS RURAL HEAL,ID,MACKAY,63,0,0,POINT (-113.61252 43.91474),5,1730
WESTSIDE FAMILY HEALTH,DE,DOVER,3332,708,440,POINT (-75.524704 39.161912),43,1046
BHARAT K MEHTA MD PC,PA,EASTON,0,471,0,POINT (-75.216698 40.689353),48,2599
DILLON COMPANIES INC,CO,ARVADA,0,0,1278,POINT (-105.081451 39.801122),9,1008
MERCY MEDICAL CENTER,NY,GARDEN CITY,523,990,0,POINT (-73.63508 40.728121),47,2094
JERRY D ROGERS,AL,GADSDEN,0,0,15602,POINT (-86.021173 34.011579),29,98
VANDERBILT BEDFORD HOS,TN,WARTRACE,879,122,0,POINT (-86.333915 35.529161),39,682
FAMILY MED 101,MS,BOONEVILLE,12265,4068,0,POINT (-88.56419 34.655452),32,502
MED AND CO INVESTMENT,FL,LAKELAND,0,0,129527,POINT (-81.954113 28.040507),30,1082
TMDH INC,GA,CORNELIA,40,0,2636,POINT (-83.527126 34.511391),31,1378
PARTNERS IN CRITICAL C,NY,SYOSSET,0,161,0,POINT (-73.501884 40.82533),47,2094
MEDICAL UNIVERSITY HOS,SC,FLORENCE,60861,397566,3081,POINT (-79.761968 34.195772),33,1976
JR PHARMACY LLC 2,IN,TERRE HAUTE,80,0,431,POINT (-87.414045 39.466479),35,171
DOKIMOS PHARMACY INC,CA,NEVADA CITY,160,0,33951,POINT (-121.019455 39.262782),8,1173
CARONDELET MEDICAL GRO,AZ,TUCSON,0,754,0,POINT (-110.971225 32.221878),7,942
MERCY EMERGENCY DEPART,MO,BALLWIN,183,0,0,POINT (-90.544918 38.595104),18,2210
SANFORD MEDICAL CENTER,SD,SIOUX FALLS,60450,4701,7423,POINT (-96.743185 43.488765),21,2684
EXPRESS MEDICAL SERVIC,OH,OWENSVILLE,0,377,0,POINT (-84.139729 39.122129),38,2512
ARCADIA HOSPITALIST ME,CA,ARCADIA,0,14758,0,POINT (-118.040889 34.136534),8,1195
KAREN THORNTON,NY,NEW YORK,221780,10111,0,POINT (-74.007228 40.713054),46,2095
PHYSICIANS LABORATORY,NE,OMAHA,35916,400,0,POINT (-95.937195 41.258652),19,2249
MARIA DE LOS ANGELES R,PR,MAYAGUEZ,120,0,1240,POINT (-67.139486 18.201348),,3058
EASTERN IOWA HEALTH CE,IA,CEDAR RAPIDS,1723,0,0,POINT (-91.669808 41.978122),16,287
JOSE MARIA PARTIDA COR,NV,LAS VEGAS,71534,29238,19884,POINT (-115.140597 36.169202),10,480
SOUTHWEST MEDICAL ASSO,NM,ROSWELL,0,133,0,POINT (-104.522734 33.393142),11,2535
LONESTAR HOSPITAL MEDI,OH,CINCINNATI,0,30848,0,POINT (-84.513808 39.104427),38,2562
DARTMOUTH HITCHCOCK CL,MA,BOSTON,9,25,0,POINT (-71.056742 42.358894),25,1918
SANFORD HEALTH,ND,JAMESTOWN,2036,154,0,POINT (-98.708622 46.911627),3,2467
ST CLAIR MEDICAL SERVI,PA,PITTSBURGH,0,35,0,POINT (-79.994945 40.442169),48,2455
SCOTTSDALE HEALTHCARE,AZ,TEMPE,51,0,0,POINT (-111.941253 33.425522),7,989
UMDC DEPARTMENT OF SUR,FL,PALMETTO BAY,0,2489,0,POINT (-80.324944 25.621012),30,1074
THE INSTITUTE FOR FAMI,NY,PORT EWEN,530,111,488,POINT (-73.976569 41.906748),47,2182
LUXCARE PHARMACY LLC,MI,BATTLE CREEK,0,22716,1557,POINT (-85.182454 42.31918),50,433
UNION LAKE SUPERMARKET,NJ,MILLVILLE,240,0,1973,POINT (-75.038458 39.395373),46,2485
PROVIDENCE MEDICAL INS,CA,TORRANCE,1625,375,0,POINT (-118.340038 33.836318),8,1195
GASTON FAMILY HEALTH S,NC,LEXINGTON,84810,1778,43760,POINT (-80.264173 35.814262),37,640
WELLSTAR MARIETTA INTE,GA,LAGRANGE,994,175480,0,POINT (-85.029644 33.038741),31,203
ALABAMA A AND M UNIVER,AL,NORMAL,78964,0,0,POINT (-86.571899 34.788898),29,1588
ROBERT H MOON MD INC,CA,EL CAJON,584457,23,0,POINT (-116.962303 32.797484),8,1179
TURNURE MEDICAL GROUP,CA,ROCKLIN,0,0,1610,POINT (-121.23981 38.792326),8,1175
UCSD MEDICAL GROUP,CA,LA JOLLA,2262,2203,0,POINT (-117.2733 32.847198),,
ESSEN MEDICAL ASSOCIAT,NY,BRONX,3009,5146,135,POINT (-73.920265 40.826153),47,2032
EMERGENCY CARE PHYSICI,PA,WASHINGTON,23817,8724,0,POINT (-80.245438 40.170885),48,2653
CLIFTON HEIGHTS FIRE C,PA,CLIFTON HEIGHTS,0,1248,0,POINT (-75.295866 39.928641),48,2503
GEORGETOWN MEDICAL ASS,DE,GEORGETOWN,571,0,1755,POINT (-75.384799 38.690912),43,1048
TRUECARE,CA,OCEANSIDE,6170,642,280297,POINT (-117.379517 33.195906),8,1179
LINCOLN LANCASTER COUN,NE,LINCOLN,0,22063,0,POINT (-96.70261 40.813599),19,462
